Prompt,Accuracy,Precision,Recall,F1 Score,Specificity,Sensitivity,Youden's index,Dataset,SubSet,Model,Run
direct_entity,0.5874,0.5719,0.9375,0.7104,0.1767,0.9375,0.1142,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_ontological,0.5606,0.5546,0.9446,0.6989,0.11,0.9446,0.0546,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy,0.5913,0.5744,0.9375,0.7124,0.185,0.9375,0.1225,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_ontological,0.5798,0.5682,0.9233,0.7035,0.1767,0.9233,0.1,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_with_synonyms,0.6028,0.5789,0.9688,0.7248,0.1733,0.9688,0.1421,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_with_synonyms,0.5997,0.5789,0.9489,0.7191,0.19,0.9489,0.1389,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity,0.5721,0.5608,0.956,0.7069,0.1217,0.956,0.0776,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_ontological,0.6012,0.5835,0.9134,0.7121,0.235,0.9134,0.1484,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy,0.5729,0.561,0.9602,0.7082,0.1183,0.9602,0.0786,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_ontological,0.5844,0.5774,0.858,0.6903,0.2633,0.858,0.1213,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_with_synonyms,0.5874,0.5691,0.9716,0.7177,0.1367,0.9716,0.1083,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_with_synonyms,0.5913,0.571,0.9773,0.7208,0.1383,0.9773,0.1156,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity,0.7132,0.7083,0.7969,0.75,0.615,0.7969,0.4119,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_ontological,0.7032,0.7088,0.7642,0.7355,0.6317,0.7642,0.3959,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy,0.7025,0.7052,0.7713,0.7368,0.6217,0.7713,0.393,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_ontological,0.7109,0.7057,0.7969,0.7485,0.61,0.7969,0.4069,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_with_synonyms,0.7262,0.7078,0.8395,0.768,0.5933,0.8395,0.4328,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_with_synonyms,0.7224,0.7017,0.8452,0.7668,0.5783,0.8452,0.4235,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity,0.5665,0.5524,0.9797,0.7065,0.0962,0.9797,0.0759,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_ontological,0.5665,0.553,0.9696,0.7043,0.1077,0.9696,0.0773,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy,0.5647,0.5509,0.9865,0.707,0.0846,0.9865,0.0711,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_ontological,0.5594,0.5484,0.9764,0.7023,0.0846,0.9764,0.061,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_with_synonyms,0.5791,0.5601,0.9764,0.7118,0.1269,0.9764,0.1033,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_with_synonyms,0.5755,0.557,0.9899,0.7129,0.1038,0.9899,0.0937,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity,0.6619,0.6179,0.9561,0.7507,0.3269,0.9561,0.283,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_ontological,0.5899,0.5667,0.9764,0.7171,0.15,0.9764,0.1264,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy,0.6511,0.6109,0.9493,0.7434,0.3115,0.9493,0.2609,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_ontological,0.6547,0.6156,0.9358,0.7426,0.3346,0.9358,0.2704,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_with_synonyms,0.6529,0.6103,0.9628,0.7471,0.3,0.9628,0.2628,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_with_synonyms,0.6223,0.5878,0.973,0.7328,0.2231,0.973,0.196,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity,0.5755,0.56,0.9459,0.7035,0.1538,0.9459,0.0998,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_ontological,0.6583,0.6532,0.7635,0.704,0.5385,0.7635,0.302,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy,0.5899,0.5667,0.9764,0.7171,0.15,0.9764,0.1264,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_ontological,0.6439,0.6124,0.902,0.7295,0.35,0.902,0.252,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_with_synonyms,0.6115,0.584,0.9392,0.7202,0.2385,0.9392,0.1777,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_with_synonyms,0.6151,0.583,0.973,0.7291,0.2077,0.973,0.1807,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity,0.7464,0.7246,0.8446,0.78,0.6346,0.8446,0.4792,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_ontological,0.759,0.7647,0.7905,0.7774,0.7231,0.7905,0.5136,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy,0.7608,0.7447,0.8378,0.7886,0.6731,0.8378,0.5109,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_ontological,0.768,0.7463,0.8547,0.7969,0.6692,0.8547,0.524,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_with_synonyms,0.7644,0.7448,0.848,0.793,0.6692,0.848,0.5172,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_with_synonyms,0.7464,0.7273,0.8378,0.7786,0.6423,0.8378,0.4801,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity,0.5566,0.5114,0.9854,0.6733,0.1857,0.9854,0.171,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_ontological,0.5566,0.5114,0.9854,0.6733,0.1857,0.9854,0.171,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy,0.586,0.5287,0.9878,0.6888,0.2384,0.9878,0.2262,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_ontological,0.5622,0.5147,0.9805,0.6751,0.2004,0.9805,0.1809,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_with_synonyms,0.5622,0.5146,0.9878,0.6767,0.1941,0.9878,0.1819,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_with_synonyms,0.6018,0.5385,0.9902,0.6976,0.2658,0.9902,0.2561,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity,0.5701,0.5191,0.9927,0.6817,0.2046,0.9927,0.1973,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_ontological,0.5701,0.5191,0.9927,0.6817,0.2046,0.9927,0.1973,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy,0.5713,0.5199,0.9878,0.6812,0.211,0.9878,0.1988,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_ontological,0.7432,0.6586,0.9268,0.77,0.5844,0.9268,0.5112,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_with_synonyms,0.5758,0.5226,0.9854,0.683,0.2215,0.9854,0.2069,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_with_synonyms,0.5645,0.5159,0.9902,0.6784,0.1962,0.9902,0.1864,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity,0.6425,0.5662,0.9805,0.7179,0.3502,0.9805,0.3307,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_ontological,0.7443,0.6691,0.8878,0.7631,0.6203,0.8878,0.5081,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy,0.6946,0.6054,0.9805,0.7486,0.4473,0.9805,0.4277,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_ontological,0.7704,0.6964,0.8951,0.7834,0.6624,0.8951,0.5576,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_with_synonyms,0.681,0.5958,0.9707,0.7384,0.4304,0.9707,0.4011,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_with_synonyms,0.7421,0.6468,0.978,0.7786,0.538,0.978,0.516,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity,0.7353,0.6888,0.7829,0.7329,0.6941,0.7829,0.477,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_ontological,0.7579,0.73,0.7585,0.744,0.7574,0.7585,0.5159,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy,0.7432,0.7002,0.7805,0.7382,0.711,0.7805,0.4915,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_ontological,0.7613,0.7398,0.7488,0.7442,0.7722,0.7488,0.5209,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_with_synonyms,0.7195,0.6753,0.761,0.7156,0.6835,0.761,0.4445,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_with_synonyms,0.7511,0.7159,0.7683,0.7412,0.7363,0.7683,0.5046,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity,0.7147,0.9301,0.7396,0.824,0.4839,0.7396,0.2235,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_ontological,0.6113,0.9316,0.6146,0.7406,0.5806,0.6146,0.1952,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy,0.6395,0.9482,0.6354,0.7609,0.6774,0.6354,0.3128,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_ontological,0.2288,0.9565,0.1528,0.2635,0.9355,0.1528,0.0883,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_with_synonyms,0.815,0.9225,0.8681,0.8945,0.3226,0.8681,0.1906,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_with_synonyms,0.3636,0.957,0.309,0.4672,0.871,0.309,0.18,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity,0.6995,0.6569,0.9952,0.7914,0.3032,0.9952,0.2984,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_ontological,0.6947,0.655,0.9868,0.7873,0.3032,0.9868,0.29,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy,0.6919,0.6517,0.9928,0.7868,0.2887,0.9928,0.2815,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_ontological,0.6733,0.6385,0.9904,0.7764,0.2484,0.9904,0.2388,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_with_synonyms,0.6961,0.655,0.9916,0.7889,0.3,0.9916,0.2916,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_with_synonyms,0.6899,0.6501,0.9928,0.7857,0.2839,0.9928,0.2767,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity,0.7236,0.6786,0.9832,0.8029,0.3758,0.9832,0.359,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_ontological,0.674,0.639,0.9904,0.7768,0.25,0.9904,0.2404,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy,0.7202,0.6769,0.9783,0.8002,0.3742,0.9783,0.3525,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_ontological,0.6837,0.6626,0.9122,0.7676,0.3774,0.9122,0.2896,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_with_synonyms,0.7216,0.6808,0.9675,0.7992,0.3919,0.9675,0.3594,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_with_synonyms,0.7119,0.668,0.988,0.7971,0.3419,0.988,0.3299,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity,0.6954,0.6593,0.9687,0.7846,0.329,0.9687,0.2977,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_ontological,0.6657,0.6599,0.8592,0.7465,0.4065,0.8592,0.2657,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy,0.6975,0.6571,0.9868,0.7888,0.3097,0.9868,0.2964,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_ontological,0.6844,0.6604,0.9242,0.7703,0.3629,0.9242,0.2871,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_with_synonyms,0.6878,0.658,0.9471,0.7765,0.3403,0.9471,0.2874,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_with_synonyms,0.7037,0.66,0.9952,0.7937,0.3129,0.9952,0.3081,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity,0.6547,0.809,0.5199,0.633,0.8355,0.5199,0.3553,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_ontological,0.6857,0.8261,0.5716,0.6757,0.8387,0.5716,0.4103,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy,0.6444,0.8011,0.5042,0.6189,0.8323,0.5042,0.3365,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_ontological,0.6754,0.7786,0.6053,0.6811,0.7694,0.6053,0.3746,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_with_synonyms,0.6396,0.8143,0.4801,0.6041,0.8532,0.4801,0.3334,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_with_synonyms,0.6506,0.8045,0.515,0.628,0.8323,0.515,0.3473,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity,0.6643,0.6319,0.9647,0.7636,0.2789,0.9647,0.2436,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_ontological,0.6729,0.6379,0.9668,0.7686,0.2957,0.9668,0.2625,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy,0.6717,0.6379,0.9619,0.7671,0.2993,0.9619,0.2612,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_ontological,0.6647,0.6327,0.9619,0.7633,0.2833,0.9619,0.2452,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_with_synonyms,0.6682,0.6348,0.9647,0.7657,0.2877,0.9647,0.2525,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_with_synonyms,0.6702,0.6364,0.964,0.7666,0.2931,0.964,0.2571,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity,0.683,0.6432,0.9792,0.7764,0.3028,0.9792,0.2821,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_ontological,0.6472,0.6169,0.9827,0.7579,0.2167,0.9827,0.1994,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy,0.6916,0.6498,0.9785,0.781,0.3233,0.9785,0.3018,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_ontological,0.7067,0.6782,0.91,0.7772,0.4458,0.91,0.3559,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_with_synonyms,0.6954,0.6534,0.9758,0.7827,0.3357,0.9758,0.3115,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_with_synonyms,0.6947,0.6525,0.9772,0.7825,0.3321,0.9772,0.3093,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity,0.6966,0.6634,0.9343,0.7759,0.3917,0.9343,0.3259,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_ontological,0.7013,0.6849,0.8678,0.7656,0.4876,0.8678,0.3554,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy,0.6958,0.6581,0.955,0.7792,0.3632,0.955,0.3182,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_ontological,0.6842,0.6688,0.8678,0.7554,0.4485,0.8678,0.3163,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_with_synonyms,0.6923,0.6627,0.9218,0.7711,0.3979,0.9218,0.3197,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_with_synonyms,0.704,0.667,0.9453,0.7821,0.3943,0.9453,0.3396,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity,0.8059,0.8187,0.8408,0.8296,0.7611,0.8408,0.6019,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_ontological,0.7736,0.8257,0.7571,0.7899,0.7948,0.7571,0.5519,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy,0.8071,0.8293,0.827,0.8281,0.7815,0.827,0.6085,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_ontological,0.7678,0.8118,0.764,0.7872,0.7726,0.764,0.5367,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_with_synonyms,0.8094,0.8207,0.8457,0.833,0.7629,0.8457,0.6086,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_with_synonyms,0.8079,0.8318,0.8249,0.8284,0.786,0.8249,0.6109,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
